Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
389,113158171,32,16,6448,5056,403,0,201.5,204.7242047,316,316,316.0,0.0,101.6630076,0.424185011,2407620.66,5820102.959,16500000,3,113000000,3650263.581,6874034.063,16500000,3,113000000,7543852.8,8354069.234,16500000,3,1,0,0,0,1024,512,0.282790007,0.141395004,0,403,243.0,174.7169139,30526.0,0,1,0,0,1,0,0,0,0,248.0625,201.5,316.0,1024,0,0,0,0,0,0,32,6448,16,5056,503,260,15,32,380.0,23.00724524,417,340,16200000.0,495385.7263,16500000,15400000,BENIGN
53,30384,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,10466.03476,131.6482359,10128.0,17535.28238,30376,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,65.82411796,65.82411796,34,125,70.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,40,0,0,0,0,0,0,2,68,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60069,1,1,46,78,46,46,46.0,0.0,78,78,78.0,0.0,2064.29273,33.29504403,60069.0,0.0,60069,60069,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.64752202,16.64752202,46,78,56.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,85.0,46.0,78.0,32,0,0,0,0,0,0,1,46,1,78,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30489,1,1,37,165,37,37,37.0,0.0,165,165,165.0,0.0,6625.340287,65.59742858,30489.0,0.0,30489,30489,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.79871429,32.79871429,37,165,79.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,119.5,37.0,165.0,32,0,0,0,0,0,0,1,37,1,165,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,229062,1,1,44,101,44,44,44.0,0.0,101,101,101.0,0.0,633.0163886,8.731260532,229062.0,0.0,229062,229062,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,4.365630266,4.365630266,44,101,63.0,32.90896534,1083.0,0,0,0,0,0,0,0,0,1,94.5,44.0,101.0,20,0,0,0,0,0,0,1,44,1,101,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55608,38,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,26315.78947,26315.78947,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,179,332,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,20,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,20,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0,0,0,40,0,100000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,64209,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,172117,14,9,842,5733,357,0,60.14285714,113.4072696,1418,0,637.0,652.7283125,38200.75879,133.6300307,7823.5,14522.95645,37753,1,172117,13239.76923,17243.23397,37818,1,121617,15202.125,20843.98214,44898,3,0,0,0,0,460,296,81.34001871,52.29001203,0,1418,273.9583333,487.9823125,238126.7373,0,0,0,1,0,0,0,0,0,285.8695652,60.14285714,637.0,460,0,0,0,0,0,0,14,842,9,5733,65535,349,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5543016,10,6,318,3734,194,0,31.8,64.23360145,1460,0,622.3333333,679.1293446,731.0099772,2.886515211,369534.4,1393875.142,5407891,3,5543016,615890.6667,1797087.468,5407891,3,73693,14738.6,20081.70365,41183,67,0,0,0,0,220,132,1.804072007,1.082443204,0,1460,238.3529412,481.619396,231957.2426,0,0,0,1,0,0,0,0,0,253.25,31.8,622.3333333,220,0,0,0,0,0,0,10,318,6,3734,29200,30,3,20,135007.0,0.0,135007,135007,5407891.0,0.0,5407891,5407891,BENIGN
51969,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,33950,63232,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,55334972,2,2,98,268,50,48,49.0,1.414213562,154,114,134.0,28.28427125,6.614261954,0.072287016,18400000.0,31800000.0,55100000,27324,55200000,55200000.0,0.0,55200000,55200000,55300000,55300000.0,0.0,55300000,55300000,0,0,0,0,40,52,0.036143508,0.036143508,48,154,83.2,48.48917405,2351.2,0,0,0,0,0,0,0,0,1,104.0,49.0,134.0,40,0,0,0,0,0,0,2,98,2,268,-1,-1,1,20,27324.0,0.0,27324,27324,55100000.0,0.0,55100000,55100000,BENIGN
46310,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,127,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61984,1,1,54,242,54,54,54.0,0.0,242,242,242.0,0.0,4775.425916,32.26639133,61984.0,0.0,61984,61984,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.13319566,16.13319566,54,242,116.6666667,108.5418506,11781.33333,0,0,0,0,0,0,0,0,1,175.0,54.0,242.0,32,0,0,0,0,0,0,1,54,1,242,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
43496,76,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13157.89474,13157.89474,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,340,237,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,84704,15,13,630,18292,389,0,42.0,103.5443314,4344,0,1407.076923,1323.302841,223389.6864,330.5629014,3137.185185,7545.367718,24010,11,84704,6050.285714,10134.91642,25646,48,57278,4773.166667,10442.07047,29371,49,0,0,0,0,492,424,177.0872686,153.4756328,0,4344,652.4827586,1111.339238,1235074.901,0,0,0,1,0,0,0,0,0,675.7857143,42.0,1407.076923,492,0,0,0,0,0,0,15,630,13,18292,65535,972,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37473,2058,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,971.8172983,2058.0,0.0,2058,2058,2058,2058.0,0.0,2058,2058,0,0.0,0.0,0,0,0,0,0,0,64,0,971.8172983,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,4682,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,169,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1633136.095,23668.63905,56.33333333,92.37604307,163,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11834.31953,11834.31953,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,438116,6,6,2121,482,1553,0,353.5,621.5988256,345,0,80.33333333,140.7645789,5941.348867,27.3900063,39828.72727,52926.43665,135892,3,339043,67808.6,58439.63556,135892,495,343377,68675.4,101567.9407,230971,3,0,0,0,0,140,132,13.69500315,13.69500315,0,1553,200.2307692,437.6349609,191524.359,0,0,0,1,0,0,0,0,1,216.9166667,353.5,80.33333333,140,0,0,0,0,0,0,6,2121,6,482,29200,146,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,356,1,1,57,141,57,57,57.0,0.0,141,141,141.0,0.0,556179.7753,5617.977528,356.0,0.0,356,356,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2808.988764,2808.988764,57,141,85.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,127.5,57.0,141.0,20,0,0,0,0,0,0,1,57,1,141,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,408,2,2,84,308,42,42,42.0,0.0,154,154,154.0,0.0,960784.3137,9803.921569,136.0,233.826859,406,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,4901.960784,4901.960784,42,154,86.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,108.5,42.0,154.0,64,0,0,0,0,0,0,2,84,2,308,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46658,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,342,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1331450,43,44,2728,6634,456,0,63.44186047,108.4069279,976,0,150.7727273,312.8277529,7031.431898,65.34229599,15481.97674,103427.6184,953201,0,1331450,31701.19048,155619.6425,997107,1,378147,8794.116279,22288.05843,109290,0,0,0,0,0,1392,1424,32.29561756,33.04667843,0,976,106.3863636,236.8113091,56079.59613,0,0,0,1,0,0,0,0,1,107.6091954,63.44186047,150.7727273,1392,0,0,0,0,0,0,43,2728,44,6634,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30643,1,1,41,105,41,41,41.0,0.0,105,105,105.0,0.0,4764.546552,65.26776099,30643.0,0.0,30643,30643,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,32.63388049,32.63388049,41,105,62.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,93.5,41.0,105.0,32,0,0,0,0,0,0,1,41,1,105,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,9789414,9,15,111,188,24,0,12.33333333,10.04987562,34,0,12.53333333,14.54975045,30.54319697,2.45162785,425626.6957,1113616.196,3726340,3,6806261,850782.625,1585908.13,3770953,3,9789368,699240.5714,1375745.823,3726340,3,0,0,0,0,296,488,0.919360444,1.532267406,0,34,11.96,12.78175783,163.3733333,0,0,0,1,0,0,0,0,1,12.45833333,12.33333333,12.53333333,296,0,0,0,0,0,0,9,111,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
51021,520019,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3.846013319,520019.0,0.0,520019,520019,520019,520019.0,0.0,520019,520019,0,0.0,0.0,0,0,0,0,0,0,40,0,3.846013319,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,72,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,257452,14,9,869,5336,373,0,62.07142857,117.1392756,1448,0,592.8888889,641.4961895,24101.5801,89.33704147,11702.36364,20892.43024,53820,1,257452,19804.0,25007.09957,55102,1,196152,24519.0,34767.20697,87271,1,0,0,0,0,460,296,54.37906872,34.95797275,0,1448,258.5416667,470.1463213,221037.5634,0,0,0,1,0,0,0,0,0,269.7826087,62.07142857,592.8888889,460,0,0,0,0,0,0,14,869,9,5336,65535,118,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,188775,1,1,39,110,39,39,39.0,0.0,110,110,110.0,0.0,789.2994305,10.59462323,188775.0,0.0,188775,188775,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,5.297311614,5.297311614,39,110,62.66666667,40.99186911,1680.333333,0,0,0,0,0,0,0,0,1,94.0,39.0,110.0,32,0,0,0,0,0,0,1,39,1,110,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,365,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5870167,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,792.6520659,3.407058096,308956.1579,755207.2268,2991319,5,5112451,639056.375,1149592.119,3086370,197,5774985,577498.5,986426.0662,2991319,5,0,0,0,0,296,360,1.533176143,1.873881953,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,198,2,2,90,164,45,45,45.0,0.0,82,82,82.0,0.0,1282828.283,20202.0202,66.0,74.34379598,148,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,40,40,10101.0101,10101.0101,45,82,59.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,74.75,45.0,82.0,40,0,0,0,0,0,0,2,90,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48714,1,1,46,80,46,46,46.0,0.0,80,80,80.0,0.0,2586.525434,41.05595927,48714.0,0.0,48714,48714,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.52797964,20.52797964,46,80,57.33333333,19.62990915,385.3333333,0,0,0,0,0,0,0,0,1,86.0,46.0,80.0,20,0,0,0,0,0,0,1,46,1,80,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,50553,3,4,430,860,430,0,143.3333333,248.2606158,860,0,215.0,430.0,25517.77343,138.468538,8425.5,11583.07016,23359,3,26266,13133.0,14382.55193,23303,2963,27283,9094.333333,14955.28272,26355,3,0,0,0,0,72,92,59.34365913,79.12487884,0,860,161.25,319.9302379,102355.3571,0,0,0,1,0,0,0,0,1,184.2857143,143.3333333,215.0,72,0,0,0,0,0,0,3,430,4,860,8192,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5145881,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,32.84180104,1.165981102,1029176.2,2237655.953,5031837,48,5145881,1286470.25,2497232.264,5031837,48,0,0.0,0.0,0,0,1,0,0,0,100,20,0.971650918,0.194330184,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,100,0,0,0,0,0,0,5,123,1,46,256,123,2,20,93389.0,0.0,93389,93389,5031837.0,0.0,5031837,5031837,BENIGN
22,168,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11904.7619,168.0,0.0,168,168,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5952.380952,5952.380952,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,33170,1,1,56,125,56,56,56.0,0.0,125,125,125.0,0.0,5456.738016,60.29544769,33170.0,0.0,33170,33170,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,30.14772385,30.14772385,56,125,79.0,39.83716857,1587.0,0,0,0,0,0,0,0,0,1,118.5,56.0,125.0,32,0,0,0,0,0,0,1,56,1,125,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,183645,2,2,60,164,30,30,30.0,0.0,82,82,82.0,0.0,1219.744616,21.78115386,61215.0,105982.4594,183593,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,64,10.89057693,10.89057693,30,82,50.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,63.5,30.0,82.0,40,0,0,0,0,0,0,2,60,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117750463,25,27,687,22949,324,0,27.48,76.64045929,4380,0,849.962963,1152.673697,200.7295717,0.441611852,2308832.608,4095219.569,10000000,4,118000000,4906269.292,5042558.813,10300000,4,115000000,4412800.231,5106824.384,10300000,48,0,0,0,0,512,684,0.21231339,0.229298461,0,4380,445.9622642,916.4097791,839806.8832,0,0,0,1,0,0,0,0,1,454.5384615,27.48,849.962963,512,0,0,0,0,0,0,25,687,27,22949,8192,980,15,20,427170.3636,580616.2598,2177786,251126,10000000.0,5526.463992,10000000,9999331,BENIGN
53,56766,2,2,92,196,46,46,46.0,0.0,98,98,98.0,0.0,5073.459465,70.46471479,18922.0,32767.80321,56759,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,35.2323574,35.2323574,46,98,66.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,83.5,46.0,98.0,64,0,0,0,0,0,0,2,92,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,377,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5305.039788,377.0,0.0,377,377,377,377.0,0.0,377,377,0,0.0,0.0,0,0,0,0,0,0,40,0,5305.039788,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,101433,8,5,536,3487,201,0,67.0,83.70867851,1410,0,697.4,705.204793,39661.64858,128.1634182,8452.75,14237.32084,34724,4,101433,14490.42857,16915.94227,35992,4,37363,9340.75,17851.62821,36111,48,0,0,0,0,172,112,78.86979583,49.29362239,0,1410,287.3571429,507.6350305,257693.3242,0,0,0,1,0,0,0,0,0,309.4615385,67.0,697.4,172,0,0,0,0,0,0,8,536,5,3487,8192,115,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,205,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1580487.805,19512.19512,68.33333333,79.47536306,156,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,72,80,9756.097561,9756.097561,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,72,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37182,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,5302,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,126,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15873.01587,126.0,0.0,126,126,126,126.0,0.0,126,126,0,0.0,0.0,0,0,0,0,0,0,64,0,15873.01587,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,362,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30624,1,1,54,110,54,54,54.0,0.0,110,110,110.0,0.0,5355.276907,65.30825496,30624.0,0.0,30624,30624,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.65412748,32.65412748,54,110,72.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,109.0,54.0,110.0,20,0,0,0,0,0,0,1,54,1,110,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4821268,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,35.05301925,1.24448589,964253.6,2026687.491,4586769,3,4821268,1205317.0,2256987.551,4586769,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.037071575,0.207414315,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,100,0,0,0,0,0,0,5,123,1,46,16537,726,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46364,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12048.19277,12048.19277,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,194,2,2,90,182,45,45,45.0,0.0,91,91,91.0,0.0,1402061.856,20618.5567,64.66666667,70.81195756,142,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,64,10309.27835,10309.27835,45,91,63.4,25.19523765,634.8,0,0,0,0,0,0,0,0,1,79.25,45.0,91.0,64,0,0,0,0,0,0,2,90,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47984,1,1,52,106,52,52,52.0,0.0,106,106,106.0,0.0,3292.764255,41.68056019,47984.0,0.0,47984,47984,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.84028009,20.84028009,52,106,70.0,31.17691454,972.0,0,0,0,0,0,0,0,0,1,105.0,52.0,106.0,32,0,0,0,0,0,0,1,52,1,106,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,28024,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71.36739937,28024.0,0.0,28024,28024,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,35.68369969,35.68369969,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,939,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10288507,11,16,8240,10327,2808,0,749.0909091,1176.367498,1479,0,645.4375,672.8004131,1804.635017,2.62428747,395711.8077,1912430.319,9769891,3,518613,51861.3,69940.88417,236756,230,10300000,683741.2667,2514409.994,9769979,3,0,0,0,0,244,332,1.069154154,1.555133315,0,2808,663.1071429,885.1520622,783494.1733,0,0,0,1,0,0,0,0,1,687.6666667,749.0909091,645.4375,244,0,0,0,0,0,0,11,8240,16,10327,8192,89,5,20,518613.0,0.0,518613,518613,9769891.0,0.0,9769891,9769891,BENIGN
50087,48,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,64,0,41666.66667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,227,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,80,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,80,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0,0,0,40,0,25000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,251,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6232597,10,9,679,4005,336,0,67.9,118.2261956,1496,0,445.0,604.8276614,751.5326276,3.048488455,346255.3889,924660.86,3874520,3,2358074,262008.2222,369475.9171,1125324,216,5806730,725841.25,1326916.092,3874547,3,0,0,0,0,232,200,1.604467608,1.444020847,0,1496,234.2,446.2513571,199140.2737,0,0,0,1,0,0,0,0,0,246.5263158,67.9,445.0,232,0,0,0,0,0,0,10,679,9,4005,29200,17688,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,109,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,339449.5413,18348.62385,109.0,0.0,109,109,109,109.0,0.0,109,109,0,0.0,0.0,0,0,1,0,0,0,64,0,18348.62385,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,33285,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115652914,16,14,382,843,371,0,23.875,92.56772296,843,0,60.21428571,225.3012269,10.59203748,0.259396836,3988031.517,4882917.158,10000000,126,116000000,7710194.267,4151341.701,10000000,210,110000000,8484364.769,3761949.102,10000000,276,0,0,0,0,332,424,0.138344979,0.121051857,0,843,39.51612903,163.2884709,26663.12473,0,0,0,1,0,0,0,0,0,40.83333333,23.875,60.21428571,332,0,0,0,0,0,0,16,382,14,843,8192,60,12,20,25311.72727,19232.75897,81306,14960,10000000.0,17842.65488,10000000,9949918,BENIGN
53,187,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,1401069.519,21390.37433,62.33333333,101.9035492,180,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,10695.18717,10695.18717,45,86,61.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,76.75,45.0,86.0,40,0,0,0,0,0,0,2,90,2,172,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
